,state_code,county_code,county_sub_code,cntyname,town_name,hud_areaname,fips,rent_50_0,rent_50_1,rent_50_2,rent_50_3,rent_50_4,hud_area_code,pop2023,state_alpha,year,population,cbsasub21,county,cousub,pop2017,hu2017,cbsasub20,cbsasub19,pop2010,hu2010,cbsasub18,areaname18,cbsasub,pop,fmr_area,msa,stco,fmrtype,statename,fmrarea,id_agis2,pop2020,areaname22,cbsasub22
55572,36,,,Queens County,,"New York, NY HUD Metro FMR Area",3608199999,1263.0,1365.0,1522.0,1907.0,1942.0,,,NY,2011,,,81.0,99999.0,,,,,,,,,METRO35620MM5600,2229379.0,,,,,,,,,,
55573,36,,,Rensselaer County,,"Albany-Schenectady-Troy, NY MSA",3608399999,749.0,793.0,954.0,1152.0,1261.0,,,NY,2011,,,83.0,99999.0,,,,,,,,,METRO10580M10580,152538.0,,,,,,,,,,
55574,36,,,Richmond County,,"New York, NY HUD Metro FMR Area",3608599999,1263.0,1365.0,1522.0,1907.0,1942.0,,,NY,2011,,,85.0,99999.0,,,,,,,,,METRO35620MM5600,443728.0,,,,,,,,,,
55575,36,,,Rockland County,,"New York, NY HUD Metro FMR Area",3608799999,1263.0,1365.0,1522.0,1907.0,1942.0,,,NY,2011,,,87.0,99999.0,,,,,,,,,METRO35620MM5600,286753.0,,,,,,,,,,
55576,36,,,St. Lawrence County,,"St. Lawrence County, NY",3608999999,605.0,607.0,729.0,925.0,1084.0,,,NY,2011,,,89.0,99999.0,,,,,,,,,NCNTY36089N36089,111931.0,,,,,,,,,,
55577,36,,,Saratoga County,,"Albany-Schenectady-Troy, NY MSA",3609199999,749.0,793.0,954.0,1152.0,1261.0,,,NY,2011,,,91.0,99999.0,,,,,,,,,METRO10580M10580,200635.0,,,,,,,,,,
55578,36,,,Schenectady County,,"Albany-Schenectady-Troy, NY MSA",3609399999,749.0,793.0,954.0,1152.0,1261.0,,,NY,2011,,,93.0,99999.0,,,,,,,,,METRO10580M10580,146555.0,,,,,,,,,,
55579,36,,,Schoharie County,,"Albany-Schenectady-Troy, NY MSA",3609599999,749.0,793.0,954.0,1152.0,1261.0,,,NY,2011,,,95.0,99999.0,,,,,,,,,METRO10580M10580,31582.0,,,,,,,,,,
55580,36,,,Schuyler County,,"Schuyler County, NY",3609799999,666.0,668.0,802.0,1051.0,1172.0,,,NY,2011,,,97.0,99999.0,,,,,,,,,NCNTY36097N36097,19224.0,,,,,,,,,,
55581,36,,,Seneca County,,"Seneca County, NY",3609999999,701.0,701.0,842.0,1095.0,1400.0,,,NY,2011,,,99.0,99999.0,,,,,,,,,NCNTY36099N36099,33342.0,,,,,,,,,,
55582,36,,,Steuben County,,"Steuben County, NY",3610199999,637.0,639.0,768.0,1001.0,1094.0,,,NY,2011,,,101.0,99999.0,,,,,,,,,NCNTY36101N36101,98726.0,,,,,,,,,,
55583,36,,,Suffolk County,,"Nassau-Suffolk, NY HUD Metro FMR Area",3610399999,1292.0,1487.0,1751.0,2364.0,2597.0,,,NY,2011,,,103.0,99999.0,,,,,,,,,METRO35620MM5380,1419369.0,,,,,,,,,,
55584,36,,,Sullivan County,,"Sullivan County, NY",3610599999,639.0,744.0,951.0,1232.0,1395.0,,,NY,2011,,,105.0,99999.0,,,,,,,,,NCNTY36105N36105,73966.0,,,,,,,,,,
55585,36,,,Tioga County,,"Binghamton, NY MSA",3610799999,630.0,633.0,759.0,990.0,1195.0,,,NY,2011,,,107.0,99999.0,,,,,,,,,METRO13780M13780,51784.0,,,,,,,,,,
55586,36,,,Tompkins County,,"Ithaca, NY MSA",3610999999,848.0,856.0,1023.0,1221.0,1435.0,,,NY,2011,,,109.0,99999.0,,,,,,,,,METRO27060M27060,96501.0,,,,,,,,,,
55587,36,,,Ulster County,,"Kingston, NY MSA",3611199999,784.0,880.0,1053.0,1334.0,1612.0,,,NY,2011,,,111.0,99999.0,,,,,,,,,METRO28740M28740,177749.0,,,,,,,,,,
55588,36,,,Warren County,,"Glens Falls, NY MSA",3611399999,624.0,693.0,877.0,1097.0,1264.0,,,NY,2011,,,113.0,99999.0,,,,,,,,,METRO24020M24020,63303.0,,,,,,,,,,
55589,36,,,Washington County,,"Glens Falls, NY MSA",3611599999,624.0,693.0,877.0,1097.0,1264.0,,,NY,2011,,,115.0,99999.0,,,,,,,,,METRO24020M24020,61042.0,,,,,,,,,,
55590,36,,,Wayne County,,"Rochester, NY MSA",3611799999,625.0,696.0,848.0,1039.0,1092.0,,,NY,2011,,,117.0,99999.0,,,,,,,,,METRO40380M40380,93765.0,,,,,,,,,,
55591,36,,,Westchester County,,"Westchester County, NY Statutory Exception Area",3611999999,1181.0,1396.0,1640.0,2060.0,2621.0,,,NY,2011,,,119.0,99999.0,,,,,,,,,METRO48325M48325,923459.0,,,,,,,,,,
55592,36,,,Wyoming County,,"Wyoming County, NY",3612199999,618.0,638.0,744.0,1084.0,1154.0,,,NY,2011,,,121.0,99999.0,,,,,,,,,NCNTY36121N36121,43424.0,,,,,,,,,,
55593,36,,,Yates County,,"Yates County, NY",3612399999,641.0,658.0,771.0,984.0,1013.0,,,NY,2011,,,123.0,99999.0,,,,,,,,,NCNTY36123N36123,24621.0,,,,,,,,,,
60295,36,,,Albany County,,"Albany-Schenectady-Troy, NY MSA",3600199999,727.0,770.0,926.0,1119.0,1224.0,,,NY,2010,,,1.0,99999.0,,,,,,,,,METRO10580M10580,294565.0,,,,,,,,,,
60296,36,,,Allegany County,,"Allegany County, NY",3600399999,617.0,620.0,741.0,894.0,1117.0,,,NY,2010,,,3.0,99999.0,,,,,,,,,NCNTY36003N36003,49927.0,,,,,,,,,,
60297,36,,,Bronx County,,"New York, NY HUD Metro FMR Area",3600599999,1223.0,1322.0,1474.0,1847.0,1881.0,,,NY,2010,,,5.0,99999.0,,,,,,,,,METRO35620MM5600,1332650.0,,,,,,,,,,
60298,36,,,Broome County,,"Binghamton, NY MSA",3600799999,636.0,639.0,766.0,999.0,1206.0,,,NY,2010,,,7.0,99999.0,,,,,,,,,METRO13780M13780,200536.0,,,,,,,,,,
60299,36,,,Cattaraugus County,,"Cattaraugus County, NY",3600999999,609.0,610.0,734.0,950.0,1086.0,,,NY,2010,,,9.0,99999.0,,,,,,,,,NCNTY36009N36009,83955.0,,,,,,,,,,
60300,36,,,Cayuga County,,"Cayuga County, NY",3601199999,656.0,675.0,788.0,1059.0,1235.0,,,NY,2010,,,11.0,99999.0,,,,,,,,,NCNTY36011N36011,81963.0,,,,,,,,,,
60301,36,,,Chautauqua County,,"Chautauqua County, NY",3601399999,618.0,620.0,744.0,953.0,1040.0,,,NY,2010,,,13.0,99999.0,,,,,,,,,NCNTY36013N36013,139750.0,,,,,,,,,,
60302,36,,,Chemung County,,"Elmira, NY MSA",3601599999,696.0,696.0,836.0,1068.0,1186.0,,,NY,2010,,,15.0,99999.0,,,,,,,,,METRO21300M21300,91070.0,,,,,,,,,,
60303,36,,,Chenango County,,"Chenango County, NY",3601799999,622.0,625.0,749.0,926.0,1315.0,,,NY,2010,,,17.0,99999.0,,,,,,,,,NCNTY36017N36017,51401.0,,,,,,,,,,
60304,36,,,Clinton County,,"Clinton County, NY",3601999999,700.0,702.0,845.0,1064.0,1485.0,,,NY,2010,,,19.0,99999.0,,,,,,,,,NCNTY36019N36019,79894.0,,,,,,,,,,
60305,36,,,Columbia County,,"Columbia County, NY",3602199999,756.0,772.0,909.0,1106.0,1204.0,,,NY,2010,,,21.0,99999.0,,,,,,,,,NCNTY36021N36021,63094.0,,,,,,,,,,
60306,36,,,Cortland County,,"Cortland County, NY",3602399999,633.0,635.0,794.0,1050.0,1355.0,,,NY,2010,,,23.0,99999.0,,,,,,,,,NCNTY36023N36023,48599.0,,,,,,,,,,
60307,36,,,Delaware County,,"Delaware County, NY",3602599999,632.0,634.0,762.0,930.0,1203.0,,,NY,2010,,,25.0,99999.0,,,,,,,,,NCNTY36025N36025,48055.0,,,,,,,,,,
60308,36,,,Dutchess County,,"Poughkeepsie-Newburgh-Middletown, NY MSA",3602799999,845.0,981.0,1172.0,1479.0,1596.0,,,NY,2010,,,27.0,99999.0,,,,,,,,,METRO39100M39100,280150.0,,,,,,,,,,
60309,36,,,Erie County,,"Buffalo-Niagara Falls, NY MSA",3602999999,636.0,640.0,766.0,953.0,1062.0,,,NY,2010,,,29.0,99999.0,,,,,,,,,METRO15380M15380,950265.0,,,,,,,,,,
60310,36,,,Essex County,,"Essex County, NY",3603199999,656.0,657.0,788.0,1047.0,1107.0,,,NY,2010,,,31.0,99999.0,,,,,,,,,NCNTY36031N36031,38851.0,,,,,,,,,,
60311,36,,,Franklin County,,"Franklin County, NY",3603399999,595.0,596.0,712.0,918.0,1059.0,,,NY,2010,,,33.0,99999.0,,,,,,,,,NCNTY36033N36033,51134.0,,,,,,,,,,
60312,36,,,Fulton County,,"Fulton County, NY",3603599999,507.0,629.0,781.0,936.0,999.0,,,NY,2010,,,35.0,99999.0,,,,,,,,,NCNTY36035N36035,55073.0,,,,,,,,,,
60313,36,,,Genesee County,,"Genesee County, NY",3603799999,710.0,712.0,857.0,1092.0,1271.0,,,NY,2010,,,37.0,99999.0,,,,,,,,,NCNTY36037N36037,60370.0,,,,,,,,,,
60314,36,,,Greene County,,"Greene County, NY",3603999999,633.0,732.0,861.0,1170.0,1232.0,,,NY,2010,,,39.0,99999.0,,,,,,,,,NCNTY36039N36039,48195.0,,,,,,,,,,
60315,36,,,Hamilton County,,"Hamilton County, NY",3604199999,663.0,665.0,797.0,1019.0,1232.0,,,NY,2010,,,41.0,99999.0,,,,,,,,,NCNTY36041N36041,5379.0,,,,,,,,,,
60316,36,,,Herkimer County,,"Utica-Rome, NY MSA",3604399999,653.0,654.0,789.0,984.0,1108.0,,,NY,2010,,,43.0,99999.0,,,,,,,,,METRO46540M46540,64427.0,,,,,,,,,,
60317,36,,,Jefferson County,,"Jefferson County, NY",3604599999,677.0,679.0,817.0,1071.0,1129.0,,,NY,2010,,,45.0,99999.0,,,,,,,,,NCNTY36045N36045,111738.0,,,,,,,,,,
60318,36,,,Kings County,,"New York, NY HUD Metro FMR Area",3604799999,1223.0,1322.0,1474.0,1847.0,1881.0,,,NY,2010,,,47.0,99999.0,,,,,,,,,METRO35620MM5600,2465326.0,,,,,,,,,,
60319,36,,,Lewis County,,"Lewis County, NY",3604999999,602.0,604.0,723.0,905.0,1000.0,,,NY,2010,,,49.0,99999.0,,,,,,,,,NCNTY36049N36049,26944.0,,,,,,,,,,
60320,36,,,Livingston County,,"Rochester, NY MSA",3605199999,624.0,695.0,847.0,1038.0,1091.0,,,NY,2010,,,51.0,99999.0,,,,,,,,,METRO40380M40380,64328.0,,,,,,,,,,
60321,36,,,Madison County,,"Syracuse, NY MSA",3605399999,661.0,662.0,796.0,1026.0,1126.0,,,NY,2010,,,53.0,99999.0,,,,,,,,,METRO45060M45060,69441.0,,,,,,,,,,
60322,36,,,Monroe County,,"Rochester, NY MSA",3605599999,624.0,695.0,847.0,1038.0,1091.0,,,NY,2010,,,55.0,99999.0,,,,,,,,,METRO40380M40380,735343.0,,,,,,,,,,
60323,36,,,Montgomery County,,"Montgomery County, NY",3605799999,607.0,645.0,730.0,927.0,999.0,,,NY,2010,,,57.0,99999.0,,,,,,,,,NCNTY36057N36057,49708.0,,,,,,,,,,
60324,36,,,Nassau County,,"Nassau-Suffolk, NY HUD Metro FMR Area",3605999999,1238.0,1425.0,1678.0,2265.0,2488.0,,,NY,2010,,,59.0,99999.0,,,,,,,,,METRO35620MM5380,1334544.0,,,,,,,,,,
60325,36,,,New York County,,"New York, NY HUD Metro FMR Area",3606199999,1223.0,1322.0,1474.0,1847.0,1881.0,,,NY,2010,,,61.0,99999.0,,,,,,,,,METRO35620MM5600,1537195.0,,,,,,,,,,
60326,36,,,Niagara County,,"Buffalo-Niagara Falls, NY MSA",3606399999,636.0,640.0,766.0,953.0,1062.0,,,NY,2010,,,63.0,99999.0,,,,,,,,,METRO15380M15380,219846.0,,,,,,,,,,
60327,36,,,Oneida County,,"Utica-Rome, NY MSA",3606599999,653.0,654.0,789.0,984.0,1108.0,,,NY,2010,,,65.0,99999.0,,,,,,,,,METRO46540M46540,235469.0,,,,,,,,,,
60328,36,,,Onondaga County,,"Syracuse, NY MSA",3606799999,661.0,662.0,796.0,1026.0,1126.0,,,NY,2010,,,67.0,99999.0,,,,,,,,,METRO45060M45060,458336.0,,,,,,,,,,
60329,36,,,Ontario County,,"Rochester, NY MSA",3606999999,624.0,695.0,847.0,1038.0,1091.0,,,NY,2010,,,69.0,99999.0,,,,,,,,,METRO40380M40380,100224.0,,,,,,,,,,
60330,36,,,Orange County,,"Poughkeepsie-Newburgh-Middletown, NY MSA",3607199999,845.0,981.0,1172.0,1479.0,1596.0,,,NY,2010,,,71.0,99999.0,,,,,,,,,METRO39100M39100,341367.0,,,,,,,,,,
60331,36,,,Orleans County,,"Rochester, NY MSA",3607399999,624.0,695.0,847.0,1038.0,1091.0,,,NY,2010,,,73.0,99999.0,,,,,,,,,METRO40380M40380,44171.0,,,,,,,,,,
60332,36,,,Oswego County,,"Syracuse, NY MSA",3607599999,661.0,662.0,796.0,1026.0,1126.0,,,NY,2010,,,75.0,99999.0,,,,,,,,,METRO45060M45060,122377.0,,,,,,,,,,
60333,36,,,Otsego County,,"Otsego County, NY",3607799999,655.0,667.0,788.0,1072.0,1125.0,,,NY,2010,,,77.0,99999.0,,,,,,,,,NCNTY36077N36077,61676.0,,,,,,,,,,
60334,36,,,Putnam County,,"New York, NY HUD Metro FMR Area",3607999999,1223.0,1322.0,1474.0,1847.0,1881.0,,,NY,2010,,,79.0,99999.0,,,,,,,,,METRO35620MM5600,95745.0,,,,,,,,,,
60335,36,,,Queens County,,"New York, NY HUD Metro FMR Area",3608199999,1223.0,1322.0,1474.0,1847.0,1881.0,,,NY,2010,,,81.0,99999.0,,,,,,,,,METRO35620MM5600,2229379.0,,,,,,,,,,
60336,36,,,Rensselaer County,,"Albany-Schenectady-Troy, NY MSA",3608399999,727.0,770.0,926.0,1119.0,1224.0,,,NY,2010,,,83.0,99999.0,,,,,,,,,METRO10580M10580,152538.0,,,,,,,,,,
60337,36,,,Richmond County,,"New York, NY HUD Metro FMR Area",3608599999,1223.0,1322.0,1474.0,1847.0,1881.0,,,NY,2010,,,85.0,99999.0,,,,,,,,,METRO35620MM5600,443728.0,,,,,,,,,,
60338,36,,,Rockland County,,"New York, NY HUD Metro FMR Area",3608799999,1223.0,1322.0,1474.0,1847.0,1881.0,,,NY,2010,,,87.0,99999.0,,,,,,,,,METRO35620MM5600,286753.0,,,,,,,,,,
60339,36,,,St. Lawrence County,,"St. Lawrence County, NY",3608999999,611.0,612.0,736.0,934.0,1094.0,,,NY,2010,,,89.0,99999.0,,,,,,,,,NCNTY36089N36089,111931.0,,,,,,,,,,
60340,36,,,Saratoga County,,"Albany-Schenectady-Troy, NY MSA",3609199999,727.0,770.0,926.0,1119.0,1224.0,,,NY,2010,,,91.0,99999.0,,,,,,,,,METRO10580M10580,200635.0,,,,,,,,,,
60341,36,,,Schenectady County,,"Albany-Schenectady-Troy, NY MSA",3609399999,727.0,770.0,926.0,1119.0,1224.0,,,NY,2010,,,93.0,99999.0,,,,,,,,,METRO10580M10580,146555.0,,,,,,,,,,
60342,36,,,Schoharie County,,"Albany-Schenectady-Troy, NY MSA",3609599999,727.0,770.0,926.0,1119.0,1224.0,,,NY,2010,,,95.0,99999.0,,,,,,,,,METRO10580M10580,31582.0,,,,,,,,,,
60343,36,,,Schuyler County,,"Schuyler County, NY",3609799999,671.0,674.0,809.0,1060.0,1182.0,,,NY,2010,,,97.0,99999.0,,,,,,,,,NCNTY36097N36097,19224.0,,,,,,,,,,
60344,36,,,Seneca County,,"Seneca County, NY",3609999999,706.0,707.0,849.0,1105.0,1412.0,,,NY,2010,,,99.0,99999.0,,,,,,,,,NCNTY36099N36099,33342.0,,,,,,,,,,
60345,36,,,Steuben County,,"Steuben County, NY",3610199999,643.0,645.0,775.0,1010.0,1104.0,,,NY,2010,,,101.0,99999.0,,,,,,,,,NCNTY36101N36101,98726.0,,,,,,,,,,
60346,36,,,Suffolk County,,"Nassau-Suffolk, NY HUD Metro FMR Area",3610399999,1238.0,1425.0,1678.0,2265.0,2488.0,,,NY,2010,,,103.0,99999.0,,,,,,,,,METRO35620MM5380,1419369.0,,,,,,,,,,
60347,36,,,Sullivan County,,"Sullivan County, NY",3610599999,644.0,750.0,959.0,1243.0,1407.0,,,NY,2010,,,105.0,99999.0,,,,,,,,,NCNTY36105N36105,73966.0,,,,,,,,,,
60348,36,,,Tioga County,,"Binghamton, NY MSA",3610799999,636.0,639.0,766.0,999.0,1206.0,,,NY,2010,,,107.0,99999.0,,,,,,,,,METRO13780M13780,51784.0,,,,,,,,,,
60349,36,,,Tompkins County,,"Ithaca, NY MSA",3610999999,856.0,864.0,1032.0,1232.0,1448.0,,,NY,2010,,,109.0,99999.0,,,,,,,,,METRO27060M27060,96501.0,,,,,,,,,,
60350,36,,,Ulster County,,"Kingston, NY MSA",3611199999,792.0,889.0,1063.0,1347.0,1627.0,,,NY,2010,,,111.0,99999.0,,,,,,,,,METRO28740M28740,177749.0,,,,,,,,,,
60351,36,,,Warren County,,"Glens Falls, NY MSA",3611399999,630.0,699.0,885.0,1107.0,1275.0,,,NY,2010,,,113.0,99999.0,,,,,,,,,METRO24020M24020,63303.0,,,,,,,,,,
60352,36,,,Washington County,,"Glens Falls, NY MSA",3611599999,630.0,699.0,885.0,1107.0,1275.0,,,NY,2010,,,115.0,99999.0,,,,,,,,,METRO24020M24020,61042.0,,,,,,,,,,
60353,36,,,Wayne County,,"Rochester, NY MSA",3611799999,624.0,695.0,847.0,1038.0,1091.0,,,NY,2010,,,117.0,99999.0,,,,,,,,,METRO40380M40380,93765.0,,,,,,,,,,
60354,36,,,Westchester County,,"Westchester County, NY Statutory Exception Area",3611999999,1226.0,1449.0,1703.0,2139.0,2721.0,,,NY,2010,,,119.0,99999.0,,,,,,,,,METRO48325M48325,923459.0,,,,,,,,,,
60355,36,,,Wyoming County,,"Wyoming County, NY",3612199999,623.0,643.0,750.0,1093.0,1163.0,,,NY,2010,,,121.0,99999.0,,,,,,,,,NCNTY36121N36121,43424.0,,,,,,,,,,
60356,36,,,Yates County,,"Yates County, NY",3612399999,647.0,664.0,778.0,993.0,1022.0,,,NY,2010,,,123.0,99999.0,,,,,,,,,NCNTY36123N36123,24621.0,,,,,,,,,,
65058,36,,,Albany County,,"Albany-Schenectady-Troy, NY MSA",3600199999,721.0,764.0,919.0,1110.0,1215.0,,,NY,2009,,,1.0,99999.0,,,,,,,,,METRO10580M10580,294565.0,,,,,,,,,,
65059,36,,,Allegany County,,"Allegany County, NY",3600399999,594.0,597.0,713.0,861.0,1075.0,,,NY,2009,,,3.0,99999.0,,,,,,,,,NCNTY36003N36003,49927.0,,,,,,,,,,
65060,36,,,Bronx County,,"New York, NY HUD Metro FMR Area",3600599999,1182.0,1277.0,1424.0,1784.0,1817.0,,,NY,2009,,,5.0,99999.0,,,,,,,,,METRO35620MM5600,1332650.0,,,,,,,,,,
65061,36,,,Broome County,,"Binghamton, NY MSA",3600799999,612.0,615.0,737.0,961.0,1161.0,,,NY,2009,,,7.0,99999.0,,,,,,,,,METRO13780M13780,200536.0,,,,,,,,,,
65062,36,,,Cattaraugus County,,"Cattaraugus County, NY",3600999999,587.0,588.0,707.0,915.0,1046.0,,,NY,2009,,,9.0,99999.0,,,,,,,,,NCNTY36009N36009,83955.0,,,,,,,,,,
65063,36,,,Cayuga County,,"Cayuga County, NY",3601199999,631.0,649.0,758.0,1019.0,1188.0,,,NY,2009,,,11.0,99999.0,,,,,,,,,NCNTY36011N36011,81963.0,,,,,,,,,,
65064,36,,,Chautauqua County,,"Chautauqua County, NY",3601399999,594.0,596.0,716.0,917.0,1001.0,,,NY,2009,,,13.0,99999.0,,,,,,,,,NCNTY36013N36013,139750.0,,,,,,,,,,
65065,36,,,Chemung County,,"Elmira, NY MSA",3601599999,670.0,671.0,805.0,1028.0,1142.0,,,NY,2009,,,15.0,99999.0,,,,,,,,,METRO21300M21300,91070.0,,,,,,,,,,
65066,36,,,Chenango County,,"Chenango County, NY",3601799999,599.0,602.0,721.0,891.0,1266.0,,,NY,2009,,,17.0,99999.0,,,,,,,,,NCNTY36017N36017,51401.0,,,,,,,,,,
65067,36,,,Clinton County,,"Clinton County, NY",3601999999,674.0,676.0,814.0,1025.0,1430.0,,,NY,2009,,,19.0,99999.0,,,,,,,,,NCNTY36019N36019,79894.0,,,,,,,,,,
65068,36,,,Columbia County,,"Columbia County, NY",3602199999,728.0,743.0,875.0,1065.0,1159.0,,,NY,2009,,,21.0,99999.0,,,,,,,,,NCNTY36021N36021,63094.0,,,,,,,,,,
65069,36,,,Cortland County,,"Cortland County, NY",3602399999,610.0,612.0,765.0,1012.0,1305.0,,,NY,2009,,,23.0,99999.0,,,,,,,,,NCNTY36023N36023,48599.0,,,,,,,,,,
65070,36,,,Delaware County,,"Delaware County, NY",3602599999,608.0,611.0,734.0,896.0,1159.0,,,NY,2009,,,25.0,99999.0,,,,,,,,,NCNTY36025N36025,48055.0,,,,,,,,,,
65071,36,,,Dutchess County,,"Poughkeepsie-Newburgh-Middletown, NY MSA",3602799999,836.0,971.0,1160.0,1464.0,1580.0,,,NY,2009,,,27.0,99999.0,,,,,,,,,METRO39100M39100,280150.0,,,,,,,,,,
65072,36,,,Erie County,,"Buffalo-Niagara Falls, NY MSA",3602999999,632.0,636.0,761.0,947.0,1056.0,,,NY,2009,,,29.0,99999.0,,,,,,,,,METRO15380M15380,950265.0,,,,,,,,,,
65073,36,,,Essex County,,"Essex County, NY",3603199999,631.0,632.0,758.0,1007.0,1065.0,,,NY,2009,,,31.0,99999.0,,,,,,,,,NCNTY36031N36031,38851.0,,,,,,,,,,
65074,36,,,Franklin County,,"Franklin County, NY",3603399999,573.0,573.0,685.0,883.0,1019.0,,,NY,2009,,,33.0,99999.0,,,,,,,,,NCNTY36033N36033,51134.0,,,,,,,,,,
65075,36,,,Fulton County,,"Fulton County, NY",3603599999,488.0,605.0,752.0,902.0,962.0,,,NY,2009,,,35.0,99999.0,,,,,,,,,NCNTY36035N36035,55073.0,,,,,,,,,,
65076,36,,,Genesee County,,"Genesee County, NY",3603799999,685.0,686.0,826.0,1052.0,1225.0,,,NY,2009,,,37.0,99999.0,,,,,,,,,NCNTY36037N36037,60370.0,,,,,,,,,,
65077,36,,,Greene County,,"Greene County, NY",3603999999,609.0,705.0,829.0,1127.0,1186.0,,,NY,2009,,,39.0,99999.0,,,,,,,,,NCNTY36039N36039,48195.0,,,,,,,,,,
65078,36,,,Hamilton County,,"Hamilton County, NY",3604199999,638.0,640.0,767.0,981.0,1186.0,,,NY,2009,,,41.0,99999.0,,,,,,,,,NCNTY36041N36041,5379.0,,,,,,,,,,
65079,36,,,Herkimer County,,"Utica-Rome, NY MSA",3604399999,628.0,629.0,759.0,946.0,1066.0,,,NY,2009,,,43.0,99999.0,,,,,,,,,METRO46540M46540,64427.0,,,,,,,,,,
65080,36,,,Jefferson County,,"Jefferson County, NY",3604599999,652.0,654.0,787.0,1032.0,1088.0,,,NY,2009,,,45.0,99999.0,,,,,,,,,NCNTY36045N36045,111738.0,,,,,,,,,,
65081,36,,,Kings County,,"New York, NY HUD Metro FMR Area",3604799999,1182.0,1277.0,1424.0,1784.0,1817.0,,,NY,2009,,,47.0,99999.0,,,,,,,,,METRO35620MM5600,2465326.0,,,,,,,,,,
65082,36,,,Lewis County,,"Lewis County, NY",3604999999,581.0,583.0,697.0,873.0,964.0,,,NY,2009,,,49.0,99999.0,,,,,,,,,NCNTY36049N36049,26944.0,,,,,,,,,,
65083,36,,,Livingston County,,"Rochester, NY MSA",3605199999,620.0,690.0,841.0,1030.0,1083.0,,,NY,2009,,,51.0,99999.0,,,,,,,,,METRO40380M40380,64328.0,,,,,,,,,,
65084,36,,,Madison County,,"Syracuse, NY MSA",3605399999,656.0,657.0,790.0,1018.0,1118.0,,,NY,2009,,,53.0,99999.0,,,,,,,,,METRO45060M45060,69441.0,,,,,,,,,,
65085,36,,,Monroe County,,"Rochester, NY MSA",3605599999,620.0,690.0,841.0,1030.0,1083.0,,,NY,2009,,,55.0,99999.0,,,,,,,,,METRO40380M40380,735343.0,,,,,,,,,,
65086,36,,,Montgomery County,,"Montgomery County, NY",3605799999,585.0,621.0,703.0,893.0,962.0,,,NY,2009,,,57.0,99999.0,,,,,,,,,NCNTY36057N36057,49708.0,,,,,,,,,,
65087,36,,,Nassau County,,"Nassau-Suffolk, NY HUD Metro FMR Area",3605999999,1230.0,1415.0,1667.0,2250.0,2472.0,,,NY,2009,,,59.0,99999.0,,,,,,,,,METRO35620MM5380,1334544.0,,,,,,,,,,
65088,36,,,New York County,,"New York, NY HUD Metro FMR Area",3606199999,1182.0,1277.0,1424.0,1784.0,1817.0,,,NY,2009,,,61.0,99999.0,,,,,,,,,METRO35620MM5600,1537195.0,,,,,,,,,,
65089,36,,,Niagara County,,"Buffalo-Niagara Falls, NY MSA",3606399999,632.0,636.0,761.0,947.0,1056.0,,,NY,2009,,,63.0,99999.0,,,,,,,,,METRO15380M15380,219846.0,,,,,,,,,,
65090,36,,,Oneida County,,"Utica-Rome, NY MSA",3606599999,628.0,629.0,759.0,946.0,1066.0,,,NY,2009,,,65.0,99999.0,,,,,,,,,METRO46540M46540,235469.0,,,,,,,,,,
65091,36,,,Onondaga County,,"Syracuse, NY MSA",3606799999,656.0,657.0,790.0,1018.0,1118.0,,,NY,2009,,,67.0,99999.0,,,,,,,,,METRO45060M45060,458336.0,,,,,,,,,,
65092,36,,,Ontario County,,"Rochester, NY MSA",3606999999,620.0,690.0,841.0,1030.0,1083.0,,,NY,2009,,,69.0,99999.0,,,,,,,,,METRO40380M40380,100224.0,,,,,,,,,,
65093,36,,,Orange County,,"Poughkeepsie-Newburgh-Middletown, NY MSA",3607199999,836.0,971.0,1160.0,1464.0,1580.0,,,NY,2009,,,71.0,99999.0,,,,,,,,,METRO39100M39100,341367.0,,,,,,,,,,
65094,36,,,Orleans County,,"Rochester, NY MSA",3607399999,620.0,690.0,841.0,1030.0,1083.0,,,NY,2009,,,73.0,99999.0,,,,,,,,,METRO40380M40380,44171.0,,,,,,,,,,
65095,36,,,Oswego County,,"Syracuse, NY MSA",3607599999,656.0,657.0,790.0,1018.0,1118.0,,,NY,2009,,,75.0,99999.0,,,,,,,,,METRO45060M45060,122377.0,,,,,,,,,,
65096,36,,,Otsego County,,"Otsego County, NY",3607799999,630.0,641.0,758.0,1032.0,1082.0,,,NY,2009,,,77.0,99999.0,,,,,,,,,NCNTY36077N36077,61676.0,,,,,,,,,,
65097,36,,,Putnam County,,"New York, NY HUD Metro FMR Area",3607999999,1182.0,1277.0,1424.0,1784.0,1817.0,,,NY,2009,,,79.0,99999.0,,,,,,,,,METRO35620MM5600,95745.0,,,,,,,,,,
65098,36,,,Queens County,,"New York, NY HUD Metro FMR Area",3608199999,1182.0,1277.0,1424.0,1784.0,1817.0,,,NY,2009,,,81.0,99999.0,,,,,,,,,METRO35620MM5600,2229379.0,,,,,,,,,,
65099,36,,,Rensselaer County,,"Albany-Schenectady-Troy, NY MSA",3608399999,721.0,764.0,919.0,1110.0,1215.0,,,NY,2009,,,83.0,99999.0,,,,,,,,,METRO10580M10580,152538.0,,,,,,,,,,
65100,36,,,Richmond County,,"New York, NY HUD Metro FMR Area",3608599999,1182.0,1277.0,1424.0,1784.0,1817.0,,,NY,2009,,,85.0,99999.0,,,,,,,,,METRO35620MM5600,443728.0,,,,,,,,,,
